oid,name
-12147,UltraViolet
-12146,"Ultimed, Inc."
-12145,"Ultimate Health Plans, Inc."
-12144,Us Legal Support
-12143,US Japan Council
-12142,U.S. Hybrid
-12141,"U.S. Hw Holdings Corp., Its Subsidiaries And Its Affiliated Medical Groups"
-12140,US House of Representatives
-12139,U.S. House of Rep.
-12138,Uhs Of Provo Canyon School
-12137,"UHS of Delaware, Inc"
-12136,U.S. Healthworks Holding Company & It'S Affiliated Medical Groups
-12135,U.S. Healthworks Inc.
-12134,U S Green Building Council Texas Chapter
-12133,US Green Building Council  Los Angeles Chapter
-12132,U.S. Green Building Council in California
-12131,"US Green Building Council, California Chapter"
-12130,"U.S. Green Building Council, California"
-12129,U.S. Green Building Council
-12128,US Government
-12127,Ugmo Technologies
-12126,"US Freight Systems, Inc."
-12125,Ufcw Western States Super Fund
-12124,UFCW Western States Council Candidates PAC
-12123,UFCW Western States Council
-12122,UFCW Local 1167
-12121,U.S. Environmental Protection Agency
-12120,UDW AFSCME Local 3930
-12119,UDW AFSCME
-12118,UDW
-12117,U.S. Department of Justice
-12116,U.S. Dept of Housing & Urban Development
-12115,U.S. Department Of Commerce
-12114,Udacity
-12113,UC Student Association
-12112,UCSF Medical Center
-12111,UCSF
-12110,UC San Francisco
-12109,UC Riverside
-12108,UCR
-12107,"UCP WORK, Inc."
-12106,U.S. Congress
-12105,"US Concrete, Inc."
-12104,UC Merced
-12103,UCLA Undergraduate Students Association
-12102,UCLAs Teacher Education Program
-12101,UCLA Labor Center
-12100,ucla graduate student association
-12099,UCLA Anderson Forecast
-12098,UCLA
-12097,Uchida Pipe & Industrial Products
-12096,UC Hastings College of Law
-12095,UC Hastings Center for WorkLife Law
-12094,U.S. Chamber Institute for Legal Reform
-12093,"UC Davis, School of Law"
-12092,UC Davis Medical Center
-12091,UC Davis Health System
-12090,UC Davis Faculty
-12089,UC Davis Children's Hospital
-12088,UC Davis
-12087,U.C. Committee Of Merced
-12086,UC Berkeley School of Law
-12085,UC Berkeley
-12084,"Ucb, Inc."
-12083,U.S. Cannabis Pharmaceutical Research and Development
-12082,U. California
-12081,U.C.
-12080,Ubs Realty Investors LLC
-12079,U.S. Borax Inc.
-12078,"Uber Technologies, Inc."
-12077,Uber Driver
-12076,Uber
-12075,US Bank
-12074,Uaw Region 5 Western States Cap
-12073,"UAW Local 5810, University of California Postdoctoral Researchers"
-12072,UAW Local 5810
-12071,UAW Local 4123
-12070,UAW Local 2865
-12069,UAW Academic Locals
-12068,"US AutoLogistics, LLC"
-12067,Us Association Of Reptile Keepers
-12066,US Army
-12065,"US Anesthesia Partners, Inc."
-12064,UA Local 38 COPE Fund
-12063,U.A. Local 342 PAC Fund
-12062,UA Local 246 Plumbers and Pipefitters COPE Committee
-12061,U.A. Journeyman & Apprentices Local 250 PAC
-12060,"Tynda Holdings, LLC"
-12059,Tyco International
-12058,Tyco Electronics
-12057,Tx Unitarian Universalist Justice Ministry
-12056,TX State Rifle Assoc.
-12055,Tx School for the Blind & Visually Impaired
-12054,TX Rural Education Assoc.
-12053,TX Ret Teachers Assn
-12052,TX Retired Teachers Assoc.
-12051,TX PTA
-12050,Tx PAMCA
-12049,TXP
-12048,TxDPS
-12047,TX Counseling Association AND TX School Counselor Association
-12046,TX Coalition of Veterans Organization
-12045,TX Classroom Teachers Assoc.
-12044,TX Assoc. of School Boards
-12043,TX. Assoc. of Rural Schools
-12042,TX Assn of Realtors
-12041,TX Assn. of Manufacturers
-12040,TX Assn of Local Housing Finance Agencies
-12039,Tx Assn of Counties
-12038,TX Assoc. of Community Schools & TX Rural Education Assoc.
-12037,Tx Assn of City & County Health Officials
-12036,TX. American Federation of Teachers
-12035,TX Alliance of Child & Family Services
-12034,TX- American Federation of Teachers
-12033,"Two Sigma Advisers, LP"
-12032,"Two Jinn Inc., Dba Aladdin Bail Bonds"
-12031,Two Jinn Inc.
-12030,Two individuals
-12029,Twin Rivers Unified School District
-12028,TWINS DEVELOPMENT
-12027,TWIN AMERICA LLC
-12026,"Twenty Pearls Foundation, Inc"
-12025,"Tustin, City Of"
-12024,Turtle Island Restoration Network
-12023,Turtle Bay Exploration Park
-12022,TURQUOISE COUNCIL OF AMERICANS & EURASIANS TCAE
-12021,"TurnKey Vacations Rental, Inc."
-12020,TURNER TREE & LANDSCAPE
-12019,"TURNBERRY RETAIL HOLDING, LP"
-12018,TURNBERRY DORAL GP INC
-12017,Turlock Scavenger Company
-12016,Turlock Irrigation District
-12015,"Turlock, City Of"
-12014,"Turf Terminators, LLC"
-12013,TUPPERWARE
-12012,Tuolumne County Board of Supervisors
-12011,Tulip Biomed
-12010,Tule River Tribe
-12009,Tule River Indian Tribe of California
-12008,Tulare Regional Medical Center
-12007,Tularecounty Of
-12006,Tulare County Board of Supervisors
-12005,"Tulare, City Of"
-12004,Tulare Basin Wildlife Partners
-12003,Tudor Investment Corporation
-12002,Tubit Enterprises Inc.
-12001,TubeMogul
-12000,Ttx Company
-11999,Tt International
-11998,TSA
-11997,TSS
-11996,Trw
-11995,Truven Health Analytics
-11994,Trust South LA
-11993,Trust Company Of The West
-11992,Trust Of Joseph P. Schoendorf And Nancy J. Schoendorf
-11991,"Trust For Public Land, The"
-11990,Trust for Public Land
-11989,Trusts & Estates Section of the State Bar
-11988,TruGreen
-11987,True Organic Products
-11986,"True Integrity Insurance & Payroll Services,Inc."
-11985,"Truecar, Inc."
-11984,"Trueblue, Inc."
-11983,True-Tech Corporation
-11982,"True, LLC"
-11981,"Truckee, Town Of"
-11980,Truck And Engine Manufacturers Association
-11979,Truah
-11978,"Trover Solutions, Inc."
-11977,Trout Unlimited
-11976,TROPICANA MANUFACTURING CO
-11975,Tronox LLC
-11974,Triton Management Services
-11973,Triton Iv Partners LLP
-11972,Triton Group LLP
-11971,Tripp Scott PA
-11970,Trinity Public Utilities District
-11969,TRINITY INDUSTRIES
-11968,Trinity County Sheriffs Office
-11967,Trinity County Departments of Transportation
-11966,Trinity County
-11965,Trinet Group Inc.
-11964,Trilogy Ir
-11963,Trilogy Integrated Resources LLC
-11962,Trillium CNG
-11961,"Triline Medical, LLC"
-11960,Trilegiant Corporation
-11959,Tri Global Energy
-11958,Trident USA Health Services
-11957,Tricity Veterinary Hospital
-11956,Tri Cal
-11955,Triangle Owners Group
-11954,Triangle Distributing Co.
-11953,TRIANGLE CATTLE & EQUIPMENT
-11952,Tri-Valley Regional Occupational Program
-11951,TRI-STATE CONCESSIONS INC
-11950,TRI-FLORIDA WATER TREATMENT INC
-11949,Trg Management LP
-11948,"Trey J. Blocker, PLLC"
-11947,Trex Company
-11946,Treepeople
-11945,TreeFolks
-11944,Tree Davis
-11943,"Trc Operating Company, Inc."
-11942,Travis Unified School District
-11941,Travis County Water Control and Improvement District #10
-11940,Travis County Taxpayer Union
-11939,Travis County Medical Society
-11938,Travis County Emergency Service District 11
-11937,Travelocity
-11936,"Travelmasters, Inc. Dba Goldrush Getaways"
-11935,Travelers United
-11934,"Travelers Companies, Inc, The"
-11933,Travelers
-11932,Trauma Hospitals Of San Diego County
-11931,"TransUnion, LLC"
-11930,Transtrend B.V.
-11929,Transportation Solution Defense and Education Fund
-11928,"Transportation Power, Inc."
-11927,Transportation Corridor Agencies
-11926,Transportation California
-11925,Transportation Authority Of Marin
-11924,Transportation America
-11923,Transportation Agency of Monterey County
-11922,Transportation Agency For Monterey County
-11921,Transmission Agency Of Northern California
-11920,translatin@coalition
-11919,"Transition House, Inc, The"
-11918,Transgender Law Center
-11917,Transgender Gender Variant Intersex Justice Project
-11916,"Transgender, Gender-variant, Intersex Justice Project"
-11915,Transgender Education Network of Texas
-11914,Transgender Community Coalition
-11913,transgender advocates for justice & accountability's coalition
-11912,Transform
-11911,TransElect LLC
-11910,"Transdev Services Inc. And Its Affiliate Veolia Transportation Maintenance And Infrastructure, Inc."
-11909,"Transdev North America, Inc."
-11908,Transcore
-11907,Transbay Joint Powers Authority
-11906,Transatlantic Reinsurance Company
-11905,Transamerica Corporation
-11904,TRANS2100
-11903,"Trane, a division of American Standard, Inc"
-11902,Trane
-11901,Trancas Pch LLC
-11900,Trans Bay Cable LLC
-11899,"Traffic School Online, Inc."
-11898,Trafficschool.Com Incorporated
-11897,"Traffic School Association Of California, Inc."
-11896,Traffic Safety Educators Association Of California
-11895,TRAFFIC101.COM
-11894,Traditional Medicinal
-11893,TradesWomen Inc.
-11892,TRADEMARK TURF
-11891,Trademark Metals Recycling
-11890,Tracy Delta Solid Waste Management
-11889,"Trackstar, Inc."
-11888,TracFone Wireless
-11887,Tracfone
-11886,"Tpg Capital Bd, LLC"
-11885,T PARKER MANAGEMENT LLC
-11884,TPA
-11883,"Toyota Motor Sales, U.S.A., Inc."
-11882,"Toyota Motor North America, Inc."
-11881,Toyota Motor Credit Corporation
-11880,Toyota
-11879,Toy Industry Association
-11878,Townsend Public Affairs
-11877,Townscape Partners
-11876,"Townscape Management, Inc."
-11875,Town Of Mammoth
-11874,Town Of Los Altos Hills
-11873,Town Of Colma
-11872,Town Hall Capital LLC
-11871,Towns and Public Affairs
-11870,Towers Watson
-11869,Tower Pharmacy
-11868,Tower Hill Insurance Group
-11867,Tour Billon Capital Partners LP
-11866,Touchstone Communities
-11865,Total School Solutions
-11864,"Total Renal Care, Inc. A Subsidiary of DaVita Health Care Partners Inc. and Affiliated Entities"
-11863,Total Longterm Care
-11862,Total Community Options Dba Innovage
-11861,TOSA
-11860,Torrey Pines High School
-11859,Torres Law Group
-11858,Torrance Unified School District
-11857,Torrance Refinery Action Alliance
-11856,"Torrance, City Of"
-11855,Torrance Area Chamber of Commerce
-11854,"Torchlight Investors, LLC"
-11853,"Tooledge, Inc."
-11852,Toni Sherman Int.LLC
-11851,"TOM SAWYER CAMPS, INC."
-11850,"Tomra Pacific, Inc."
-11849,Tom Koehler Consulting
-11848,Tolowa Dee-ni' Nation
-11847,Tollsamuel
-11846,Toiyabe Indian Health Project
-11845,Together We Grow
-11844,Tos Farms Inc.
-11843,Today'S Fresh Start Charter School
-11842,TNT Crane and Rigging
-11841,TMX Finance Family of Companies
-11840,"TMobile USA, Inc."
-11839,Tmg Partners
-11838,Tmc Communications
-11837,"TMA PracticeEdge, LLC."
-11836,TLC Child and Family Services
-11835,TLCS
-11834,TKM BENGARD FARMS
-11833,T J JERGER MGA INC
-11832,"Tj Holdings, Inc. Dba Prium"
-11831,Tivo Inc.
-11830,Title Max
-11829,Title Insurance - Providence Title
-11828,TITAN HEALTHCARE SERVICES
-11827,Tissue Banks International
-11826,TISHMAN SPEYER PROPERTIES
-11825,Tindall Hammock Irrigation & Soil Conservation District
-11824,Time Warner Cable California Employees PAC
-11823,Time Warner Cable
-11822,Time Warner
-11821,"Timeshare Closing Services, Inc"
-11820,TIME SAVER FOOD STORES CO
-11819,Time for Kids
-11818,Tilson Homes Greater Houston Builders Assoc.
-11817,TILLES INVESTMENT CO
-11816,Tiger Woods Foundation
-11815,"Tig Advisors, LLC"
-11814,TIFFANYS RESTAURANT INC
-11813,"Tierra West Advisors, Inc."
-11812,Tidelands Oil Production Company
-11811,Tides CenterChildrenS Partnership
-11810,Tide Center
-11809,Ticketmaster LLC
-11808,"Tickengo, Inc. Dba Wingz"
-11807,Tiburcio Vasquez Health Center
-11806,"TIBH Industries, Inc."
-11805,TIBBETTS LUMBER CO
-11804,Three Valleys Municipal Water District
-11803,Three River Levee Improvement Authority
-11802,"Thousand Oaks, City Of"
-11801,Thoroughbred Owners Of California PAC
-11800,Thoroughbred Owners Of California
-11799,Thornton Citizens For Representative Government
-11798,"Thon, Beck, Vanni, Callahan & Powell"
-11797,Thomson West
-11796,Thomson Reuters
-11795,Thompson & Knight
-11794,THOMPSON & HORTON
-11793,"Thomas Properties Group, Inc"
-11792,THOMAS PEPIN TRUST
-11791,"Thomas Howell Ferguson, PA"
-11790,"Thomas Enterprises Of Sacramento, LLC"
-11789,"Thoma Bravo, LLC"
-11788,Thomas A. Turner  Jr.
-11787,Third Party Solutions
-11786,Third Laguna Hills Mutual
-11785,Thinktank Learning Inc.
-11784,Think Before You Bounce
-11783,"The Zalkin Law Firm, PC"
-11782,The Womens Foundation of California
-11781,The Wildlands Conservancy
-11780,The Wilderness Society
-11779,The W. Haywood Burns Institute
-11778,The Western States Petroleum Association
-11777,The Wendy'S Company
-11776,The Warranty Group
-11775,The Wall - Las Memoria Project
-11774,The Von Coalition
-11773,The Volo Group
-11772,The Vinyl Institute
-11771,"The Veterans Of Foreign Wars, Department Of California"
-11770,The Utility Reform Network
-11769,The Urban Counties of California
-11768,The University of California
-11767,The United Nurses Association of California
-11766,The Trust for Public Lands
-11765,The Trevor Project
-11764,"The Travelers Companies, Inc. and Subsidiaries"
-11763,The Sun Valley Rice Co.
-11762,The State Bar Of California
-11761,The Source LGBT + Center
-11760,The Sierra Fund
-11759,The Servicemaster Company
-11758,The Seed Foundation
-11757,The Scotts Company and Subsidiaries
-11756,The Rutland Group
-11755,The R Street Institute
-11754,The Rose Group
-11753,The Roost Napa
-11752,Thermo Fluids Inc.
-11751,Thermo Fisher Scientific
-11750,The Riverside Sherriffs Association
-11749,The Redevelopment Agency Of The City Of Santa Barbara
-11748,The Real Estate Council - Dallas
-11747,"Therapy 2000, Inc."
-11746,Therapists for Peace and Justice
-11745,Therapeutic Living Center for the Blind
-11744,The Prudential Insurance Company Of America
-11743,"The Progressive Energy Policy Group, LLC"
-11742,The Political Action Committee of the American Staffing Association - Federal
-11741,The Political Action Committee of the American Staffing Association
-11740,"The Plumbing, Piping and Mechanical Contractors PAC"
-11739,The Pfm Group
-11738,The Pew Charitable Trusts
-11737,The Pam Company
-11736,The Pacific Lumber Company
-11735,The Pacific Companies
-11734,The P5 Group LLC
-11733,Theodore Deikel
-11732,The Ocean Conservancy
-11731,The Norac Company
-11730,The Non-Toxic Revolution
-11729,"The Neiman Marcus Group, Inc."
-11728,The Nehemiah Companies
-11727,The Nature Conservancy
-11726,the national association of hispanic real estate professional
-11725,The Nasdaq Stock Market
-11724,The Myelin Project
-11723,The MICRA CA PAC of NORCAL Mutual Insurance Co.
-11722,The Metropolitan Water District Of Southern California
-11721,The Messersmith Group
-11720,The Mentor Network
-11719,The Mayernick Group LLC
-11718,The Margolin Group Inc.
-11717,The Lucky Lady
-11716,The Lucky Derby
-11715,The Los Angeles Trust for Childrens Health
-11714,The Los Angeles County Sheriffs Department
-11713,The Law Office of Max D. Kanin
-11712,The Language Company
-11711,The Langelier Co.
-11710,The Land Conservancy Of San Luis Obispo
-11709,The Kellison Company
-11708,The Kasem Cares Foundation
-11707,The J.M. Smucker Company
-11706,The Jacobs and Cushman San Diego Food Bank
-11705,The Internet Association CA PAC
-11704,The Internet Association
-11703,The Institute for College Access & Success
-11702,The Humane Society of the United States
-11701,The Home Depot
-11700,The Hertz Corporation
-11699,The Hershey Company
